,User-ID,ISBN,Book-Rating
80018,16795,0671041789,7
80019,16795,0671042262,8
80030,16795,0671510053,5
80031,16795,0671510126,7
80032,16795,067151699X,8
80037,16795,0671525743,8
80042,16795,0671534718,7
80043,16795,0671534726,6
80057,16795,067164257X,9
80062,16795,0671670646,8
80075,16795,067169507X,7
80080,16795,0671708635,7
80086,16795,0671729411,7
80087,16795,0671729489,9
80096,16795,0671737821,5
80107,16795,0671759361,8
80109,16795,0671776126,7
80157,16795,067973225X,7
80159,16795,0679736379,8
80160,16795,067974388X,8
80162,16795,0679745203,7
80163,16795,0679746048,9
80185,16795,0684801221,8
80187,16795,0684801523,6
80192,16795,0684814994,9
80194,16795,0684834723,9
80197,16795,0684835819,8
80202,16795,068484477X,7
80208,16795,0684856603,6
80212,16795,0684871262,9
80213,16795,0684874350,7
80224,16795,068810312X,8
80244,16795,0688170528,8
80250,16795,0688177867,5
80251,16795,0688180639,8
80314,16795,0740704818,9
80315,16795,0743203631,8
80329,16795,0743235150,10
80330,16795,0743237188,9
80339,16795,0743411323,9
80343,16795,0743412273,9
80345,16795,0743418174,9
80352,16795,0743428595,4
80363,16795,0743454529,10
80388,16795,0765341972,6
80392,16795,0767905938,9
80395,16795,0767915054,9
80432,16795,0786862564,6
80436,16795,0786867647,10
80439,16795,0786868716,8
80441,16795,0786880007,7
80445,16795,0786881852,9
80446,16795,0786884592,5
80447,16795,0786885688,7
80450,16795,0786889020,5
80471,16795,0802131786,6
80472,16795,0802135196,8
80493,16795,0804114609,8
80495,16795,0804115613,7
80517,16795,0807508527,5
80527,16795,0811801802,10
80528,16795,0811802981,9
80555,16795,0812967240,8
80610,16795,0836270061,8
80611,16795,0842329129,9
80613,16795,0842329242,9
80615,16795,0842329269,9
80617,16795,0842329285,7
80618,16795,084233226X,6
80663,16795,087113795X,8
80679,16795,0877017883,10
80681,16795,0878578730,7
80714,16795,0893753564,8
80716,16795,0894803204,8
80736,16795,0916441822,7
80758,16795,0971766711,9
80760,16795,1400032717,10
80779,16795,1551665301,9
80817,16795,1551668947,5
80841,16795,1558532161,8
80843,16795,1558743669,10
80844,16795,1558744150,8
80846,16795,155874424X,8
80848,16795,1558745017,7
80851,16795,1558748865,8
80901,16795,1573221112,8
80910,16795,1573229326,9
80944,16795,1878424114,9
80945,16795,1882723007,9
82551,16996,0060807792,8
82552,16996,0064400581,8
82554,16996,0140177396,5
82556,16996,014034019X,9
82559,16996,0312983824,7
82570,16996,0440122090,6
82572,16996,0440213290,9
82574,16996,0440514428,8
82587,16996,067944999X,8
82591,16996,0767905202,7
82638,17003,006000438X,6
82641,17003,0060392452,10
82644,17003,0060921145,10
82645,17003,0060922532,5
82649,17003,0060938455,10
82659,17003,0312305060,10
82660,17003,0312422156,8
82663,17003,0316776963,7
82665,17003,0345337662,7
82669,17003,0375703764,8
82676,17003,0440127793,5
82682,17003,0452264790,7
82683,17003,0452269571,10
82691,17003,055334949X,10
82698,17003,0671683993,6
82704,17003,0679734775,9
82710,17003,0688156819,10
82712,17003,0743464672,9
82714,17003,0786866586,10
82716,17003,0804106304,8
82717,17003,080411109X,8
82719,17003,0812694333,10
82720,17003,0874776945,10
82721,17003,0915811006,5
82728,17003,1573225541,8
84575,17950,0060177888,8
84590,17950,0064407667,10
84591,17950,0064407675,10
84592,17950,0064407683,10
84593,17950,0064407691,10
84594,17950,0064408639,10
84595,17950,0064408647,10
84596,17950,0064408655,10
84622,17950,014034294X,8
84664,17950,0316769487,9
84672,17950,0345443284,4
84680,17950,0375702709,8
84686,17950,0380730138,3
84690,17950,0380973545,10
84696,17950,038529929X,8
84699,17950,0385306032,5
84704,17950,0385317093,5
84713,17950,0385484518,8
84714,17950,0385490992,5
84742,17950,0440211727,5
84743,17950,0440213525,5
84755,17950,044651652X,9
84756,17950,0446516538,7
84765,17950,0446608955,10
84843,17950,0553278118,5
84846,17950,0553296981,8
84849,17950,0553569155,5
84850,17950,0553573616,10
84860,17950,0670844527,6
84861,17950,0670855030,5
84862,17950,0670865796,7
84863,17950,0670868361,8
84888,17950,0671822209,5
84890,17950,0671864173,7
84901,17950,0679446486,8
84911,17950,0684832178,9
84912,17950,068484267X,5
84914,17950,0684853507,10
84915,17950,0684867621,5
84916,17950,0684874350,8
84919,17950,0688116752,7
84921,17950,0688149111,5
84922,17950,0688149790,9
84932,17950,0749309423,5
84944,17950,0786889020,5
84948,17950,080411109X,2
84953,17950,0811824829,10
84971,17950,1558744150,8
85429,18082,0312974256,8
85433,18082,0312993536,8
85442,18082,038039586X,9
85449,18082,0425117383,8
85454,18082,0440221471,8
85461,18082,0446600342,7
85467,18082,0446605239,9
85469,18082,0446611085,9
85490,18082,051512219X,8
85541,18082,0894803700,8
87657,19085,0312973055,7
87674,19085,0345313151,8
87684,19085,0345417623,8
87685,19085,0345422392,8
87712,19085,0380725584,9
87715,19085,0380759500,8
87716,19085,0380789019,8
87723,19085,0399146008,8
87736,19085,042513525X,8
87737,19085,0425147363,9
87738,19085,0425154882,7
87739,19085,0425155404,7
87743,19085,0425184226,10
87744,19085,0425190641,7
87763,19085,0446364193,8
87764,19085,0446601241,9
87778,19085,050552354X,7
87779,19085,0505523752,7
87798,19085,0553579983,8
87799,19085,0553580221,8
87805,19085,0671024248,9
87814,19085,0679425268,8
87820,19085,0743467523,9
87840,19085,0812542835,8
88385,19493,0316569321,10
88393,19493,0373218192,10
88416,19493,0385335490,10
88417,19493,0385336314,10
88419,19493,0399149848,10
88422,19493,0440186560,10
88425,19493,0452283868,8
88430,19493,0515133302,9
88436,19493,0743206061,9
88438,19493,0743457781,10
88444,19493,1400077826,9
88778,19664,0060921145,8
88789,19664,0060976845,8
88792,19664,006101351X,10
88825,19664,0156787334,5
88873,19664,0385335482,8
88884,19664,0394726413,9
88896,19664,0413537900,9
88903,19664,0425167313,9
88924,19664,0446605239,4
88987,19664,067172262X,8
89022,19664,0804108749,9
89200,19711,031242227X,7
89211,19711,0345450175,7
89218,19711,0380726254,8
89233,19711,0399151451,8
89236,19711,0425121259,5
89252,19711,0425182886,8
89262,19711,0446532231,7
89263,19711,0446600474,6
89265,19711,0446609617,6
89277,19711,0515093203,7
89285,19711,0515128546,5
89294,19711,0553568701,7
89295,19711,0553580221,8
89311,19711,0671793535,7
89313,19711,0679724222,5
90008,20060,015668568X,10
90012,20060,0312979517,8
90017,20060,0345404785,6
90018,20060,0345413881,8
90029,20060,0380805995,6
90035,20060,0425145638,9
90036,20060,0425153975,9
90037,20060,042518109X,7
90040,20060,0425182908,2
90041,20060,0440178002,8
90042,20060,044021145X,9
90044,20060,0440224624,8
90045,20060,0440224764,9
90047,20060,0440235162,10
90048,20060,0440241073,9
90049,20060,0446527165,9
90050,20060,0446607193,9
90053,20060,0446611212,10
90055,20060,0446612545,9
90060,20060,0451202244,7
90077,20060,0553580388,10
90086,20060,0671026011,9
90087,20060,0671028367,7
90088,20060,0671034006,9
90089,20060,0671042262,7
90096,20060,0743436210,3
90098,20060,0743439740,8
90101,20060,0767900383,9
90105,20060,0786889616,8
90922,20172,0060958022,10
90923,20172,0060987529,9
90930,20172,0142001805,9
90942,20172,0374199698,10
90943,20172,0375703764,9
90946,20172,0380002450,10
90947,20172,038000917X,10
90948,20172,0380698439,9
90969,20172,0441790348,10
90980,20172,0553277472,10
90983,20172,059030271X,10
90990,20172,0689710887,10
90998,20172,0871136791,10
91001,20172,0886774012,7
91002,20172,0886774268,7
91021,20180,0060502258,8
91024,20180,0060928336,10
91025,20180,0060930535,8
91027,20180,0060976845,8
91030,20180,014028009X,5
91031,20180,0140298479,8
91034,20180,0312195516,10
91035,20180,0312243022,8
91041,20180,0425105334,10
91042,20180,0440174643,10
91045,20180,0446672211,8
91048,20180,0449206475,10
91051,20180,0449221504,8
91052,20180,0449221512,8
91053,20180,0451169530,10
91058,20180,0553271636,8
91062,20180,0553280368,8
91063,20180,0553284789,8
91066,20180,0671041789,10
91072,20180,0743227441,8
91074,20180,1573225789,10
93369,21011,0060198125,9
93370,21011,0060915544,8
93373,21011,0060958022,10
93386,21011,0312291639,8
93389,21011,0316601950,8
93394,21011,0345445848,5
93403,21011,0375705856,7
93407,21011,0385503954,10
93412,21011,0425184943,9
93417,21011,0515136263,8
93424,21011,0679442790,9
93426,21011,0679731148,8
93428,21011,0679776591,7
93430,21011,0684857820,7
93434,21011,0743203631,8
93437,21011,0743237188,8
93440,21011,0811807282,8
93446,21011,1558745157,7
93450,21011,1573229350,9
93463,21014,0060175400,7
93473,21014,0060915544,8
93474,21014,0060921145,8
93478,21014,0060928336,8
93484,21014,0060932759,8
93488,21014,0060959037,8
93508,21014,0064400018,10
93510,21014,0064400034,10
93511,21014,0064400042,10
93512,21014,0064400050,10
93513,21014,0064400069,10
93514,21014,0064400077,10
93515,21014,0064400085,10
93517,21014,0064400557,10
93519,21014,006440188X,9
93520,21014,0064407667,8
93529,21014,0070212570,8
93539,21014,014017737X,7
93540,21014,0140177396,8
93542,21014,014023313X,3
93549,21014,0140293248,8
93550,21014,014029628X,8
93556,21014,0141301120,9
93557,21014,0141301155,10
93560,21014,0142000663,9
93563,21014,0142004235,10
93564,21014,0151002290,7
93583,21014,0312195516,9
93589,21014,0312278586,7
93591,21014,0312305060,8
93594,21014,0312924801,7
93597,21014,0312961324,8
93600,21014,0312971346,6
93603,21014,0312978383,7
93610,21014,0316089699,9
93611,21014,0316284955,7
93618,21014,0316569321,8
93622,21014,0316781010,10
93623,21014,0316781142,6
93625,21014,0316782262,8
93628,21014,0316788228,8
93629,21014,0316789089,8
93641,21014,0345370775,5
93647,21014,0345387651,8
93669,21014,0374129983,8
93675,21014,0375500510,8
93680,21014,0375700757,8
93683,21014,0375705171,7
93685,21014,0375705856,7
93688,21014,0375707972,4
93692,21014,0375726349,8
93693,21014,0375726403,8
93697,21014,0380001411,5
93702,21014,0380710218,8
93734,21014,0385314698,6
93735,21014,0385315279,9
93736,21014,0385318073,8
93737,21014,0385319207,10
93738,21014,0385319444,7
93741,21014,0385335881,6
93744,21014,0385337639,10
93745,21014,0385420161,3
93753,21014,0385503954,8
93755,21014,0385507607,8
93760,21014,0385722435,8
93772,21014,0395869463,9
93781,21014,0399148027,7
93788,21014,0425147622,8
93796,21014,0425162443,7
93798,21014,0425163407,8
93800,21014,0425167313,8
93803,21014,0425174344,6
93806,21014,0439064872,9
93814,21014,0440211263,8
93820,21014,0440217563,9
93822,21014,044022103X,8
93836,21014,0440234859,8
93837,21014,0440235596,8
93844,21014,0440431808,9
93857,21014,0446519138,9
93858,21014,0446524131,8
93874,21014,044900371X,6
93898,21014,0451160533,7
93920,21014,0451209907,6
93931,21014,0452282152,8
93935,21014,0452284449,5
93956,21014,0525941673,8
93965,21014,0553107240,6
93967,21014,0553153277,9
93971,21014,0553234811,8
93972,21014,0553250426,10
93973,21014,0553250531,9
93976,21014,0553268880,5
93981,21014,0553278029,5
93990,21014,0553296981,8
94028,21014,0670894605,8
94034,21014,0671004549,6
94044,21014,0671041789,7
94045,21014,0671042556,9
94047,21014,0671510053,8
94063,21014,0679439382,8
94064,21014,0679441557,8
94077,21014,0679746048,7
94081,21014,0679762108,7
94083,21014,067976402X,7
94085,21014,0679775439,7
94089,21014,0684801051,8
94095,21014,0684841185,9
94106,21014,0688170528,9
94167,21014,0807083178,7
94185,21014,0871136791,9
94186,21014,0871137534,8
94200,21014,1400030382,8
94212,21014,1558531564,6
94229,21014,1573227889,10
94230,21014,1573228737,8
94231,21014,1573229571,2
94273,21031,0316602906,9
94279,21031,0375701044,7
94280,21031,0375726403,5
94287,21031,0385511612,6
94297,21031,0425113884,9
94330,21031,0451183940,10
94347,21031,0671756443,9
94348,21031,0679450432,9
94353,21031,0743206061,9
94359,21031,0743486226,8
94369,21031,0971880107,5
95719,21404,0060928336,7
95720,21404,0060977493,8
95723,21404,0064407667,8
95731,21404,0064410137,8
95750,21404,0345413369,8
95751,21404,0345413377,9
95752,21404,0345424719,6
95762,21404,0380977788,7
95763,21404,0385492081,7
95779,21404,0449219461,5
95781,21404,0451166892,8
95795,21404,0553273914,8
95797,21404,0553572997,8
95813,21404,0743412028,7
95822,21404,0804114986,7
95834,21404,1853260282,7
95836,21404,1878424424,6
96132,21576,0060928336,7
96134,21576,0060970790,8
96171,21576,0345443284,7
96172,21576,0345450914,5
96180,21576,0375502025,10
96183,21576,0375725466,7
96184,21576,0375727345,8
96190,21576,0385260083,5
96192,21576,0385484518,8
96193,21576,0385502532,8
96207,21576,0439136369,8
96209,21576,043935806X,9
96216,21576,0446310786,8
96219,21576,0446610542,6
96248,21576,0553277537,7
96250,21576,0553348973,7
96257,21576,0670031909,9
96262,21576,0671003755,8
96276,21576,0684833395,9
96295,21576,0767913000,8
96297,21576,0786868716,7
96301,21576,0802130348,9
96493,21659,014034019X,10
96532,21659,0385472951,10
96541,21659,0399138749,7
96547,21659,0425169863,8
96551,21659,044021145X,10
96559,21659,0440225701,10
96566,21659,0446343455,10
96569,21659,044651652X,10
96574,21659,0446533041,8
96604,21659,0553263218,8
96612,21659,0670865796,10
96614,21659,0671001132,10
96625,21659,0671868691,7
96638,21659,068484477X,8
96652,21659,0805061835,7
97388,22074,0060502258,9
97389,22074,0060930535,9
97392,22074,0312195516,9
97399,22074,0345413903,10
97400,22074,0345446666,7
97401,22074,0345463153,6
97403,22074,0385424728,9
97409,22074,0425181456,8
97414,22074,0440214041,8
97415,22074,0440221471,7
97416,22074,0440235162,7
97418,22074,044023722X,9
97420,22074,0449003701,8
97427,22074,0515133302,5
97429,22074,0553279912,6
97435,22074,068484477X,8
97436,22074,0743466527,6
97437,22074,0767902521,9
97438,22074,1400034779,9
98453,22625,0060559128,8
98458,22625,0060977493,9
98459,22625,0060987561,10
98460,22625,0061099694,9
98464,22625,0099771519,10
98470,22625,0142001430,10
98471,22625,0142001740,9
98472,22625,0142001821,10
98473,22625,0142002798,8
98475,22625,0156006847,8
98488,22625,0312244266,9
98501,22625,0316769487,10
98503,22625,0316781142,8
98506,22625,0345339681,10
98507,22625,0345350499,10
98517,22625,0375411550,9
98518,22625,0375412557,10
98520,22625,0375501371,10
98524,22625,0375706771,10
98525,22625,0375727345,9
98527,22625,0380730138,9
98532,22625,038533334X,10
98534,22625,0385484518,10
98536,22625,038550120X,10
98542,22625,0385722206,9
98546,22625,0394800184,10
98555,22625,0425162443,9
98556,22625,0425167313,9
98561,22625,0425179672,10
98562,22625,0439064864,10
98563,22625,043935806X,10
98572,22625,044651862X,9
98573,22625,0446530522,10
98575,22625,0451166892,9
98578,22625,0452264464,9
98582,22625,0452282829,8
98584,22625,0517556278,10
98585,22625,052594527X,10
98588,22625,0553250531,10
98593,22625,0571154913,10
98594,22625,059035342X,10
98604,22625,0671038184,8
98609,22625,0679745203,10
98611,22625,067976402X,10
98614,22625,0684195984,10
98615,22625,0684801051,6
98621,22625,0684865742,8
98623,22625,0688177859,10
98628,22625,0743237188,9
98645,22625,0786868716,9
98646,22625,0786884142,7
98655,22625,0807083054,7
98675,22625,1878448900,9
100499,23571,0028604202,8
100507,23571,0060392452,10
100514,23571,0064471055,10
100516,23571,0064471071,10
100519,23571,0140042598,8
100523,23571,0140258795,10
100524,23571,0140280553,10
100531,23571,0312291450,8
100534,23571,031286504X,10
100537,23571,0345370775,10
100538,23571,0345410017,10
100546,23571,0375507523,9
100554,23571,0385484518,10
100580,23571,0446519081,5
100608,23571,067172262X,10
100614,23571,0688156819,10
100619,23571,0743260244,10
101232,23768,0060198125,5
101262,23768,0060929871,8
101264,23768,0060931418,9
101265,23768,0060934417,8
101277,23768,0061009059,8
101345,23768,0140276904,8
101433,23768,0312265859,8
101480,23768,0316666343,7
101569,23768,037540256X,7
101609,23768,0375703063,8
101611,23768,037570504X,7
101612,23768,0375705198,7
101638,23768,0380718340,8
101712,23768,038548951X,8
101725,23768,0385505833,6
101769,23768,039480001X,9
101770,23768,0394800028,9
101771,23768,0394800133,7
101772,23768,0394800184,8
101773,23768,0394800206,7
101774,23768,039480029X,8
101776,23768,0394800796,8
101891,23768,0440204194,5
101909,23768,0440226198,9
101915,23768,0440236703,8
101927,23768,0440428130,8
101956,23768,0446520802,6
102040,23768,0449907481,8
102154,23768,0553109588,9
102185,23768,055327886X,7
102294,23768,061810450X,2
102297,23768,0670032379,9
102302,23768,0670869902,4
102310,23768,0670896764,7
102392,23768,0671872001,8
102393,23768,0671880187,8
102478,23768,0684841177,8
102487,23768,0684857820,9
102495,23768,0684867621,6
102652,23768,0805063897,5
102693,23768,0836270061,8
102767,23768,1400031346,8
103143,23872,006017143X,10
103148,23872,0060916508,7
103173,23872,0140042210,8
103174,23872,0140089225,9
103180,23872,0156838389,6
103212,23872,0312924585,10
103213,23872,0312955006,9
103223,23872,0345301110,8
103224,23872,0345313860,10
103225,23872,0345337662,9
103226,23872,0345339703,10
103227,23872,0345342968,9
103228,23872,0345361792,6
103229,23872,034538475X,8
103230,23872,0345391802,10
103232,23872,0345409671,5
103234,23872,0345434803,3
103242,23872,0380002450,9
103244,23872,0380400480,9
103245,23872,0380732661,7
103262,23872,0385333064,7
103268,23872,0385474547,8
103272,23872,0385490445,10
103273,23872,0385491026,10
103297,23872,0425160394,7
103299,23872,0439136350,10
103303,23872,0440200989,8
103305,23872,0440211727,9
103306,23872,0440216818,5
103307,23872,0440217547,5
103308,23872,0440219078,9
103309,23872,0440224810,5
103311,23872,0441003745,7
103313,23872,0441004520,8
103314,23872,0441005241,8
103319,23872,0446603309,8
103320,23872,0446606812,7
103326,23872,0451157443,4
103327,23872,0451173139,8
103328,23872,0451180232,9
103331,23872,0451190572,10
103333,23872,0451191137,10
103336,23872,0451409000,9
103338,23872,0451524934,7
103347,23872,051508901X,5
103348,23872,0515108030,5
103349,23872,051511054X,5
103350,23872,051511331X,5
103370,23872,0525945210,9
103378,23872,0553210092,10
103384,23872,0553277537,7
103385,23872,0553279378,7
103388,23872,0553566032,8
103389,23872,0553569155,7
103394,23872,0613325419,10
103395,23872,0613329740,10
103399,23872,0670805149,10
103403,23872,0670868361,7
103406,23872,0671034057,7
103411,23872,0671528203,8
103412,23872,0671568175,9
103413,23872,0671644475,7
103418,23872,0671749412,5
103421,23872,0671867091,9
103422,23872,0671870114,6
103423,23872,0671880608,5
103446,23872,0684853523,10
103468,23872,0743235150,10
103488,23872,0802132952,5
103515,23872,0812511816,10
103516,23872,0812515595,10
103593,23872,1551660504,5
103606,23872,1558743669,8
103625,23872,1573226122,7
103708,23902,0007110928,8
103730,23902,0060198133,9
103746,23902,0060964049,10
103751,23902,0060977493,8
103767,23902,0099143712,8
103804,23902,0099771519,10
103814,23902,0140003185,8
103843,23902,0140042598,10
103844,23902,0140043519,8
103880,23902,0140176616,9
103881,23902,0140177396,7
103894,23902,0140186522,8
103897,23902,014023313X,9
103912,23902,014027927X,6
103913,23902,0140279288,5
103914,23902,014027944X,9
103915,23902,014028009X,9
103918,23902,0140293442,9
103919,23902,0140293469,9
103922,23902,0140298479,10
103936,23902,0140431357,10
103952,23902,0140620427,7
103956,23902,0140622179,7
103962,23902,0141007338,9
103972,23902,0142000663,8
103973,23902,0142001430,8
103999,23902,0156001314,10
104000,23902,0156005891,7
104001,23902,0156006529,8
104006,23902,0156628708,8
104007,23902,0156711427,8
104067,23902,0312924585,5
104068,23902,0312950586,7
104083,23902,0316291161,8
104103,23902,0330253603,10
104111,23902,0330294911,6
104126,23902,0330330276,8
104128,23902,0330334026,9
104183,23902,0345301110,7
104184,23902,0345310020,10
104190,23902,0345361792,10
104193,23902,034536743X,10
104194,23902,0345370775,7
104196,23902,0345387651,9
104197,23902,0345404114,7
104201,23902,0345424719,10
104202,23902,034543479X,10
104210,23902,0349105715,10
104212,23902,0349107688,9
104231,23902,0375703861,9
104237,23902,038000321X,8
104238,23902,0380018179,8
104243,23902,0380778556,8
104244,23902,0380820889,8
104255,23902,0385420161,8
104257,23902,038549081X,8
104258,23902,0385490992,6
104259,23902,0385494149,8
104260,23902,0385503954,8
104263,23902,0393312836,10
104275,23902,0394758285,9
104277,23902,039480001X,7
104289,23902,0399141146,10
104292,23902,0413588106,6
104304,23902,042515999X,7
104319,23902,0440184622,7
104322,23902,044021145X,5
104323,23902,0440213320,9
104325,23902,0440215285,8
104326,23902,0440215625,5
104327,23902,0440217490,7
104328,23902,0440217563,6
104330,23902,0440220602,5
104331,23902,044022425X,7
104336,23902,0446310786,7
104340,23902,0446364495,8
104345,23902,0446604275,8
104346,23902,0446673544,7
104349,23902,0449134482,8
104352,23902,0449205878,8
104357,23902,0449219550,6
104371,23902,0451183665,8
104378,23902,0451203895,7
104385,23902,0451526341,9
104386,23902,0451527097,9
104448,23902,0552996181,7
104456,23902,0553212583,10
104457,23902,0553212737,9
104458,23902,0553213105,10
104462,23902,0553258478,8
104466,23902,0553279912,7
104499,23902,0571135390,10
104511,23902,0571206484,5
104605,23902,0679723161,10
104607,23902,0679731377,8
104615,23902,0679745203,9
104626,23902,0679774386,10
104637,23902,0684801469,9
104638,23902,0684801523,10
104639,23902,0684803356,7
104641,23902,0684804522,8
104647,23902,068484267X,7
104658,23902,0688147259,8
104743,23902,0743422910,5
104826,23902,0767905199,5
104845,23902,0802131786,10
104847,23902,0802132952,9
104851,23902,0802139868,8
104997,23902,1573229326,8
105073,23902,1857027051,9
106354,24433,0060917016,9
106356,24433,0060927569,8
106357,24433,0060930535,9
106358,24433,0060959037,8
106359,24433,0060977493,7
106360,24433,0061097314,9
106370,24433,0316666343,8
106375,24433,0345424719,8
106388,24433,0449204324,9
106398,24433,055326611X,9
106403,24433,0553569058,8
106407,24433,0609805363,8
106416,24433,068480087X,8
106418,24433,0684862719,8
106443,24433,0836220625,10
108348,24933,0312950489,7
108367,24933,0399133143,8
108371,24933,0399147128,9
108372,24933,0399148639,6
108381,24933,0446525804,10
108383,24933,0446609404,8
108384,24933,0446610399,9
108397,24933,0553278592,6
108401,24933,0553586122,10
108402,24933,0670813028,7
108403,24933,0670813648,5
108404,24933,0671002031,8
108405,24933,0671004107,7
108406,24933,0671014218,8
108431,24933,1551668947,8
109629,25409,0060084405,9
109631,25409,0060086386,7
109633,25409,0060096195,9
109637,25409,0060519134,6
109638,25409,0060532149,7
109647,25409,006098824X,9
109649,25409,006099486X,9
109665,25409,0141001771,9
109667,25409,0142001325,10
109668,25409,0142002267,10
109681,25409,0312287364,10
109695,25409,0312983298,5
109696,25409,0312983301,5
109697,25409,0312983867,9
109710,25409,0316777722,10
109712,25409,0316779237,10
109714,25409,034541389X,10
109715,25409,0345413903,8
109722,25409,0345453387,5
109726,25409,0373250134,7
109728,25409,0373250150,7
109731,25409,0373250185,8
109732,25409,0373250193,8
109733,25409,0373250207,8
109735,25409,0373250223,9
109737,25409,037325024X,7
109738,25409,0373250258,10
109739,25409,0373250266,8
109740,25409,0373250282,8
109741,25409,0373250290,8
109748,25409,0375760628,8
109749,25409,0375760911,7
109755,25409,0380732688,8
109767,25409,0380818973,7
109771,25409,0380820293,8
109778,25409,0385335482,9
109792,25409,0425179184,10
109793,25409,0425179451,9
109806,25409,0425187144,9
109824,25409,0425192725,10
109828,25409,0425193896,9
109835,25409,0439139597,10
109836,25409,043935806X,10
109838,25409,0440224713,9
109840,25409,0440236738,9
109855,25409,0446611476,8
109856,25409,0446611867,7
109861,25409,0449000265,9
109877,25409,0451202503,10
109884,25409,0451207246,8
109889,25409,0451208862,9
109899,25409,0452277337,7
109900,25409,0452282128,7
109902,25409,0452283027,9
109903,25409,0452283086,7
109911,25409,0525946233,10
109932,25409,0618231617,8
109945,25409,0696217120,7
109954,25409,0743418174,10
109955,25409,0743418204,10
109956,25409,0743436679,8
109964,25409,0743464672,8
109973,25409,0758203330,6
109981,25409,0767907817,9
109982,25409,0767908198,10
109984,25409,0767913000,8
109987,25409,0786885688,10
109995,25409,0805063897,6
109996,25409,0811828964,9
110000,25409,081296683X,9
110001,25409,0812967224,10
110010,25409,1400031346,10
110021,25409,157322930X,10
111744,25981,0061093491,5
111747,25981,0064471969,5
111782,25981,0312265867,10
111785,25981,0312306326,10
111794,25981,0312952716,5
111796,25981,0312960344,5
111799,25981,0312971346,10
111800,25981,0312973055,5
111801,25981,0312980140,10
111802,25981,0312983212,5
111803,25981,0312983220,5
111804,25981,0312983271,10
111807,25981,0312983867,10
111808,25981,0316602051,5
111812,25981,0345308980,5
111815,25981,0345339703,5
111816,25981,0345339967,5
111820,25981,0345362861,5
111822,25981,0345380371,5
111827,25981,0345441036,10
111879,25981,0373218192,5
111921,25981,0375504397,10
111929,25981,0380720191,5
111938,25981,0380820846,5
111948,25981,038531258X,5
111949,25981,038531292X,5
111950,25981,0385315309,5
111951,25981,038531695X,5
111953,25981,0385319568,5
111956,25981,0385335466,5
111957,25981,0385336314,5
111959,25981,0385503822,10
111960,25981,0385508042,5
111964,25981,0394820371,5
111982,25981,0399143947,5
111983,25981,039914613X,5
111985,25981,0399149392,5
111986,25981,0399149821,5
111987,25981,0399149848,5
111992,25981,0425115801,10
111993,25981,0425120279,5
112005,25981,0425184226,5
112014,25981,044011585X,5
112015,25981,0440126894,5
112017,25981,0440166497,5
112020,25981,0440200563,5
112022,25981,0440205573,5
112024,25981,0440207622,5
112025,25981,0440209412,5
112026,25981,0440220696,5
112028,25981,044022473X,5
112029,25981,0440225817,5
112030,25981,0440225825,5
112033,25981,0440236053,5
112035,25981,0440236673,5
112036,25981,044023669X,5
112038,25981,0440236754,5
112040,25981,0440236819,5
112047,25981,0446363251,5
112048,25981,0446363669,5
112049,25981,0446364282,5
112053,25981,0446519790,5
112054,25981,0446527017,5
112058,25981,0446606812,5
112060,25981,0446610232,5
112066,25981,0449005615,5
112071,25981,0449223833,7
112081,25981,0451170385,5
112088,25981,0451205626,5
112106,25981,051513225X,5
112108,25981,0515133418,5
112118,25981,0525946829,5
112134,25981,0553213423,5
112141,25981,0553278398,5
112151,25981,0553569910,5
112152,25981,0553572326,5
112156,25981,0553583360,5
112188,25981,0670844527,10
112193,25981,067101420X,5
112219,25981,0671670689,5
112245,25981,0671888587,5
112264,25981,0684853515,10
112266,25981,0684867621,10
112281,25981,0743206061,5
112284,25981,0743437640,5
112321,25981,080410526X,5
112352,25981,0821770209,5
112356,25981,0842329242,5
112357,25981,0842329250,5
112358,25981,0842329269,5
112366,25981,0843947888,10
112422,25981,155166674X,5
112425,25981,1551668912,5
113677,26487,006019958X,10
113679,26487,0060976845,10
113680,26487,0060977744,7
113683,26487,0141000198,10
113688,26487,0312983301,4
113690,26487,0345438825,10
113697,26487,0446533041,10
113699,26487,0451209710,10
113700,26487,0451409973,6
113705,26487,0670894699,10
115175,26544,0316969443,9
115235,26544,0345441265,9
115236,26544,0345443284,5
115328,26544,0373218443,8
115404,26544,0373483902,9
115406,26544,0373484003,8
115464,26544,037570485X,9
115604,26544,0425167313,9
115619,26544,0425181685,9
115684,26544,0441007813,10
115724,26544,0446519138,9
115732,26544,0446603716,8
115811,26544,0451203895,7
115872,26544,0515122734,8
116000,26544,055358264X,10
116006,26544,0553583980,9
116007,26544,0553801821,8
116116,26544,0671568841,8
116134,26544,0671693816,9
116481,26544,1551666758,8
116483,26544,1551667010,8
116484,26544,1551667193,8
116492,26544,1551668459,7
116499,26544,1551669390,8
118008,26883,0060392452,7
118036,26883,0140620427,7
118044,26883,0156027321,7
118078,26883,0345371984,10
118084,26883,0373250118,7
118085,26883,0373250185,6
118087,26883,037325024X,7
118098,26883,0380789035,8
118105,26883,0425152499,9
118109,26883,0446670251,10
118115,26883,0451209907,8
118151,26883,0743469801,8
119385,27472,0060928336,10
119386,27472,0060931418,8
119393,27472,0140440046,8
119397,27472,0312199430,10
119399,27472,0316284955,7
119400,27472,0316666343,10
119407,27472,0345384369,8
119408,27472,0345384466,10
119410,27472,0345425308,5
